,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
6679,4,0,10,5,0,0,0,1,0.24,0.2121,0.75,0.2985,0,4,4
6680,4,1,10,12,0,5,1,1,0.54,0.5152,0.39,0.4627,75,312,387
6681,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,169,269,438
6682,1,0,1,23,0,6,0,1,0.16,0.19699999999999998,0.8,0.0896,3,30,33
6683,1,1,12,2,0,6,0,1,0.26,0.2121,0.44,0.5224,0,23,23
6684,1,1,3,16,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385
6685,1,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,3,1,4
6686,4,0,12,6,0,4,1,1,0.32,0.3182,0.66,0.19399999999999998,2,90,92
6687,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,31,177,208
6688,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78
6689,2,1,4,10,0,2,1,1,0.42,0.4242,0.47,0.2985,33,129,162
6690,4,0,10,10,0,4,1,1,0.52,0.5,0.52,0.0,24,105,129
6691,1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35
6692,1,1,2,19,0,5,1,2,0.44,0.4394,0.88,0.1045,6,227,233
6693,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,30,644,674
6694,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106
6695,4,0,9,5,0,2,1,3,0.62,0.5455,0.94,0.0896,0,24,24
6696,3,0,8,6,0,0,0,2,0.64,0.5606,0.94,0.1045,2,4,6
6697,4,0,11,19,0,4,1,2,0.36,0.3485,0.71,0.2239,19,192,211
6698,1,0,2,23,0,2,1,1,0.16,0.1515,0.43,0.2537,3,18,21
6699,1,0,1,21,0,0,0,1,0.26,0.2273,0.44,0.3284,11,20,31
6700,4,1,10,1,0,4,1,1,0.44,0.4394,0.47,0.19399999999999998,1,10,11
6701,2,1,5,5,0,3,1,2,0.56,0.5303,0.88,0.1343,1,27,28
6702,2,0,5,20,0,1,1,2,0.62,0.6061,0.69,0.1343,44,174,218
6703,2,1,5,6,0,4,1,2,0.6,0.5455,0.88,0.1642,10,146,156
6704,4,0,10,13,0,0,0,3,0.4,0.4091,0.62,0.2239,84,224,308
6705,1,0,2,2,0,5,1,2,0.14,0.1667,0.63,0.1045,0,1,1
6706,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120
6707,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0.0,3,26,29
6708,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120
6709,2,0,4,23,0,6,0,1,0.44,0.4394,0.67,0.1045,34,91,125
6710,4,0,10,8,0,0,0,1,0.26,0.2576,0.7,0.2239,20,60,80
6711,4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.19399999999999998,17,39,56
6712,2,1,4,4,0,2,1,1,0.32,0.3333,0.66,0.0896,0,1,1
6713,3,1,9,19,0,5,1,1,0.64,0.6061,0.65,0.2537,95,493,588
6714,4,1,12,4,0,5,1,1,0.2,0.2273,0.75,0.0896,1,9,10
6715,4,1,11,1,0,3,1,2,0.26,0.2576,0.75,0.2239,0,12,12
6716,4,0,10,5,0,3,1,1,0.44,0.4394,0.82,0.1343,3,29,32
6717,4,0,10,21,0,5,1,1,0.5,0.4848,0.45,0.19399999999999998,22,156,178
6718,4,0,9,15,0,4,1,1,0.68,0.6364,0.45,0.3881,42,185,227
6719,3,1,8,7,0,6,0,1,0.6,0.5606,0.83,0.2239,12,52,64
6720,3,1,9,13,1,1,0,2,0.76,0.7273,0.66,0.2537,209,357,566
6721,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,41,391,432
6722,1,1,12,14,0,6,0,1,0.32,0.2879,0.36,0.4627,20,141,161
6723,3,0,8,15,0,1,1,1,0.74,0.6515,0.3,0.2985,72,127,199
6724,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.19399999999999998,8,115,123
6725,4,1,12,8,0,1,1,1,0.36,0.3788,0.93,0.0,19,712,731
6726,4,0,11,5,0,5,1,1,0.28,0.3182,0.75,0.0,2,3,5
6727,4,0,11,15,0,6,0,1,0.4,0.4091,0.37,0.19399999999999998,141,202,343
6728,3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,31,230,261
6729,4,1,12,23,0,6,0,2,0.4,0.4091,0.94,0.0,18,144,162
6730,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0.0,17,185,202
6731,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,55,63,118
6732,3,0,9,5,0,5,1,2,0.6,0.5606,0.83,0.1343,0,20,20
6733,2,0,4,5,0,4,1,2,0.62,0.5758,0.83,0.3881,0,13,13
6734,2,1,6,21,0,6,0,1,0.74,0.6515,0.4,0.19399999999999998,105,211,316
6735,1,1,3,22,0,2,1,1,0.28,0.2727,0.56,0.1642,5,101,106
6736,4,0,11,19,0,3,1,1,0.38,0.3939,0.58,0.3881,6,116,122
6737,2,0,5,8,0,5,1,1,0.66,0.6212,0.74,0.2836,25,393,418
6738,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,1,50,51
6739,3,0,8,3,0,4,1,1,0.66,0.6212,0.69,0.2836,0,6,6
6740,4,1,12,4,0,1,1,3,0.36,0.3788,1.0,0.0,2,3,5
6741,4,0,9,13,0,5,1,3,0.6,0.5,1.0,0.0896,7,27,34
6742,1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,1,5,6
6743,3,0,8,8,0,1,1,1,0.8,0.7273,0.43,0.19399999999999998,35,347,382
6744,4,1,10,10,0,2,1,1,0.5,0.4848,0.48,0.2836,65,157,222
6745,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,117
6746,1,1,12,5,0,0,0,2,0.26,0.2273,0.48,0.2985,0,2,2
6747,1,0,2,23,0,3,1,3,0.16,0.1515,0.8,0.19399999999999998,0,37,37
6748,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88,130
6749,3,1,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,3,39,42
6750,4,0,10,12,0,4,1,1,0.56,0.5303,0.49,0.0896,46,180,226
6751,1,0,12,21,0,5,1,1,0.32,0.303,0.61,0.2239,0,32,32
6752,1,1,12,10,0,3,1,3,0.2,0.1818,0.86,0.2985,0,8,8
6753,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,0,2,2
6754,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,22,217,239
6755,4,1,10,1,0,1,1,2,0.58,0.5455,0.64,0.3881,5,24,29
6756,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,13,181,194
6757,4,0,10,18,0,2,1,1,0.54,0.5152,0.64,0.2836,68,456,524
6758,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,72,542,614
6759,3,1,9,4,0,3,1,2,0.52,0.5,0.68,0.3582,0,10,10
6760,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93
6761,2,0,4,3,0,5,1,3,0.34,0.3333,0.76,0.1642,0,1,1
6762,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582,34,171,205
6763,1,0,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582,98,143,241
6764,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,66,388,454
6765,1,0,12,13,0,2,1,3,0.3,0.303,0.87,0.1343,1,19,20
6766,3,1,9,3,0,3,1,2,0.52,0.5,0.63,0.2537,1,4,5
6767,2,1,4,6,0,2,1,1,0.34,0.3485,0.71,0.1045,3,100,103
6768,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107,118
6769,1,1,1,22,0,0,0,1,0.32,0.2879,0.26,0.3881,7,57,64
6770,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,23,106,129
6771,3,1,9,18,0,0,0,1,0.62,0.6212,0.5,0.1642,120,361,481
6772,2,1,6,18,0,0,0,1,0.64,0.6212,0.53,0.19399999999999998,203,310,513
6773,4,0,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,12,95,107
6774,3,1,7,20,0,2,1,3,0.7,0.6515,0.7,0.19399999999999998,55,397,452
6775,4,0,11,21,0,3,1,1,0.38,0.3939,0.71,0.1343,13,155,168
6776,4,1,11,14,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251
6777,1,1,2,21,0,4,1,2,0.34,0.3485,0.81,0.1045,3,142,145
6778,1,1,12,5,0,5,1,2,0.34,0.303,0.76,0.4179,0,13,13
6779,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,38,205,243
6780,2,0,4,12,0,4,1,2,0.46,0.4545,0.55,0.0,39,114,153
6781,3,1,9,23,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70
6782,3,0,7,7,0,4,1,1,0.62,0.6212,0.53,0.2537,23,311,334
6783,2,1,4,3,0,5,1,1,0.44,0.4394,0.47,0.4925,1,2,3
6784,3,0,8,8,0,3,1,1,0.7,0.6515,0.54,0.1642,35,452,487
6785,2,1,4,14,0,0,0,1,0.6,0.5909,0.18,0.4478,254,249,503
6786,1,1,1,17,0,3,1,1,0.36,0.3485,0.53,0.1642,27,443,470
6787,1,0,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239,2,23,25
6788,1,0,2,6,0,3,1,1,0.06,0.1515,0.45,0.0,0,43,43
6789,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6
6790,2,1,5,5,0,4,1,2,0.6,0.5455,0.88,0.1642,1,29,30
6791,4,0,11,4,0,3,1,1,0.32,0.3485,0.87,0.0,0,4,4
6792,2,0,5,17,0,0,0,1,0.7,0.6515,0.58,0.2537,93,213,306
6793,4,1,10,19,0,0,0,1,0.56,0.5303,0.64,0.2239,68,268,336
6794,2,1,5,15,0,3,1,2,0.64,0.6212,0.53,0.1045,68,191,259
6795,1,0,1,7,0,5,1,2,0.16,0.19699999999999998,0.86,0.0896,2,58,60
6796,1,1,1,8,0,4,1,2,0.28,0.303,0.81,0.0896,16,514,530
6797,2,0,6,3,0,5,1,1,0.54,0.5152,0.49,0.2239,0,5,5
6798,3,1,9,5,0,2,1,2,0.64,0.5758,0.89,0.3284,3,45,48
6799,2,1,4,8,0,4,1,1,0.32,0.303,0.66,0.3284,20,604,624
6800,3,1,9,2,0,5,1,1,0.56,0.5303,0.73,0.0,7,23,30
6801,2,1,5,10,1,1,0,1,0.7,0.6515,0.61,0.0,189,175,364
6802,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,126,141,267
6803,3,0,9,6,0,3,1,1,0.58,0.5455,0.88,0.1045,7,138,145
6804,2,1,5,18,0,4,1,1,0.72,0.6667,0.54,0.3284,118,634,752
6805,3,0,6,7,0,0,0,1,0.62,0.6061,0.61,0.0,24,27,51
6806,3,1,8,21,0,6,0,1,0.62,0.5758,0.83,0.3582,60,148,208
6807,4,1,10,15,0,1,1,1,0.64,0.6212,0.29,0.1642,74,222,296
6808,1,1,3,0,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57
6809,2,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,6,26,32
6810,4,1,12,19,0,2,1,1,0.32,0.303,0.53,0.2239,21,412,433
6811,3,0,9,22,0,1,1,1,0.62,0.5758,0.83,0.1642,16,134,150
6812,1,0,2,8,0,5,1,1,0.14,0.1515,0.74,0.1343,3,217,220
6813,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,7,15,22
6814,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,3,95,98
6815,2,1,4,19,0,2,1,1,0.56,0.5303,0.26,0.1045,98,460,558
6816,2,0,3,1,0,6,0,1,0.26,0.2273,0.38,0.2985,3,24,27
6817,2,0,5,11,0,0,0,1,0.58,0.5455,0.49,0.0896,142,198,340
6818,3,0,9,5,0,1,1,1,0.56,0.5303,0.83,0.0,1,23,24
6819,1,1,2,18,0,1,1,1,0.52,0.5,0.27,0.4179,10,517,527
6820,4,1,10,4,0,6,0,2,0.5,0.4848,0.88,0.1642,1,12,13
6821,3,1,7,22,0,2,1,1,0.74,0.6970000000000001,0.66,0.2537,43,226,269
6822,1,0,3,0,0,1,1,3,0.2,0.1818,1.0,0.3284,0,4,4
6823,3,0,7,3,0,5,1,1,0.6,0.5909,0.73,0.19399999999999998,1,6,7
6824,2,0,4,17,0,1,1,1,0.7,0.6515,0.54,0.2985,80,441,521
6825,2,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343,19,61,80
6826,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,10,19,29
6827,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233
6828,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6
6829,3,0,8,11,0,4,1,2,0.74,0.6970000000000001,0.66,0.2239,37,112,149
6830,1,1,12,20,0,0,0,1,0.22,0.19699999999999998,0.47,0.3284,9,63,72
6831,3,1,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,40,171,211
6832,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.19399999999999998,3,24,27
6833,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211
6834,1,1,2,12,0,3,1,1,0.38,0.3939,0.46,0.3881,11,152,163
6835,3,1,7,0,0,2,1,1,0.7,0.6667,0.74,0.1343,12,52,64
6836,2,0,5,23,0,6,0,1,0.58,0.5455,0.78,0.0896,42,103,145
6837,3,0,8,7,0,4,1,1,0.64,0.5909,0.78,0.2985,19,289,308
6838,4,1,10,22,1,1,0,3,0.4,0.4091,0.76,0.2537,6,101,107
6839,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,14,2,16
6840,4,0,11,22,0,1,1,1,0.36,0.3636,0.81,0.0896,6,102,108
6841,2,1,6,0,0,1,1,1,0.56,0.5303,0.73,0.2537,12,28,40
6842,3,1,7,22,0,1,1,2,0.7,0.6667,0.74,0.2239,47,183,230
6843,2,1,6,18,0,6,0,1,0.64,0.6212,0.36,0.0,171,341,512
6844,4,0,11,16,0,4,1,1,0.52,0.5,0.48,0.19399999999999998,33,234,267
6845,4,1,12,22,0,4,1,3,0.34,0.3333,0.87,0.19399999999999998,1,20,21
6846,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642,5,225,230
6847,3,1,9,13,0,2,1,1,0.66,0.6212,0.29,0.0896,72,256,328
6848,2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,29,77,106
6849,4,0,11,11,0,6,0,1,0.36,0.3788,0.4,0.0,50,183,233
6850,3,1,8,14,0,6,0,1,0.8,0.7424,0.49,0.2985,248,290,538
6851,1,1,2,8,0,2,1,1,0.2,0.2273,0.69,0.0896,5,459,464
6852,4,1,11,6,0,5,1,1,0.2,0.2576,0.86,0.0,2,104,106
6853,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,7,41,48
6854,3,1,8,21,0,4,1,1,0.74,0.6667,0.48,0.19399999999999998,83,273,356
6855,2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,7,79,86
6856,1,1,1,1,0,6,0,1,0.3,0.303,0.52,0.1642,1,57,58
6857,4,1,11,12,0,3,1,1,0.44,0.4394,0.41,0.19399999999999998,74,270,344
6858,3,0,8,2,0,0,0,3,0.64,0.5758,0.89,0.2239,13,49,62
6859,2,1,5,14,0,6,0,1,0.76,0.7273,0.66,0.2239,307,257,564
6860,1,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045,22,64,86
6861,1,0,12,23,0,6,0,1,0.24,0.2576,0.56,0.0,1,16,17
6862,4,0,11,19,0,3,1,1,0.44,0.4394,0.72,0.1045,12,292,304
6863,2,0,4,10,0,6,0,2,0.34,0.3333,0.87,0.1343,43,90,133
6864,2,0,4,21,0,5,1,1,0.32,0.3333,0.53,0.1343,9,84,93
6865,4,1,10,21,0,1,1,1,0.52,0.5,0.59,0.3284,16,190,206
6866,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7,7
6867,2,1,4,9,0,2,1,1,0.42,0.4242,0.67,0.19399999999999998,16,303,319
6868,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375
6869,2,1,4,12,0,1,1,1,0.44,0.4394,0.44,0.4478,100,181,281
6870,4,1,11,2,0,5,1,1,0.26,0.2879,0.75,0.0896,1,4,5
6871,2,0,5,23,0,1,1,1,0.56,0.5303,0.88,0.0896,18,39,57
6872,3,1,8,17,0,2,1,1,0.74,0.6667,0.51,0.2836,92,786,878
6873,1,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14
6874,2,0,5,9,0,4,1,1,0.72,0.6818,0.7,0.1642,22,194,216
6875,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,14,43,57
6876,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75
6877,2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,153,279,432
6878,3,1,8,23,0,3,1,1,0.68,0.6364,0.65,0.1045,18,120,138
6879,1,0,2,6,0,4,1,1,0.2,0.19699999999999998,0.69,0.19399999999999998,0,58,58
6880,4,0,12,20,0,0,0,1,0.22,0.2424,0.55,0.1045,10,62,72
6881,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0,0,8,8
6882,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0,7,7
6883,3,0,7,11,0,3,1,1,0.8,0.6970000000000001,0.31,0.0,42,94,136
6884,4,0,11,10,0,2,1,1,0.44,0.4394,0.62,0.1343,21,114,135
6885,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193
6886,4,1,9,3,0,3,1,2,0.58,0.5455,0.64,0.2836,4,6,10
6887,2,1,6,10,0,4,1,1,0.6,0.6061,0.64,0.0896,56,154,210
6888,2,1,4,21,0,6,0,3,0.36,0.3485,0.71,0.19399999999999998,12,72,84
6889,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0.0,84,833,917
6890,4,1,10,6,0,4,1,2,0.52,0.5,0.88,0.19399999999999998,3,168,171
6891,2,1,6,23,0,2,1,1,0.72,0.6970000000000001,0.79,0.1343,23,102,125
6892,3,1,7,14,0,2,1,1,0.9,0.7727,0.25,0.19399999999999998,69,241,310
6893,1,0,3,10,0,0,0,2,0.32,0.3485,0.45,0.0,55,81,136
6894,3,0,9,15,0,2,1,1,0.74,0.6667,0.51,0.2985,35,145,180
6895,4,0,10,22,0,1,1,2,0.36,0.3485,0.76,0.19399999999999998,8,77,85
6896,4,0,11,23,0,2,1,1,0.36,0.3788,0.81,0.0,3,45,48
6897,4,0,10,21,0,1,1,1,0.46,0.4545,0.87,0.1045,12,114,126
6898,2,0,5,9,0,2,1,2,0.6,0.5758,0.78,0.3582,29,157,186
6899,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.19399999999999998,33,152,185
6900,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0.0,0,6,6
6901,3,1,9,0,0,5,1,1,0.56,0.5303,0.73,0.0896,24,63,87
6902,2,1,5,0,0,3,1,1,0.62,0.5909,0.78,0.1343,19,28,47
6903,1,0,1,19,0,0,0,1,0.32,0.2879,0.42,0.4478,1,29,30
6904,2,0,5,20,0,1,1,1,0.64,0.5758,0.83,0.2239,39,271,310
6905,2,0,5,9,0,5,1,1,0.46,0.4545,0.67,0.2836,27,161,188
6906,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,170,143,313
6907,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,56,173,229
6908,2,1,4,3,0,6,0,1,0.34,0.3182,0.49,0.2239,3,23,26
6909,1,0,1,4,0,0,0,2,0.46,0.4545,0.94,0.19399999999999998,2,1,3
6910,2,0,5,3,0,2,1,3,0.54,0.5152,0.94,0.2537,1,3,4
6911,2,0,3,20,0,3,1,3,0.24,0.2121,0.93,0.2985,4,40,44
6912,3,1,7,23,0,0,0,1,0.7,0.6515,0.7,0.0,18,82,100
6913,1,1,1,7,0,6,0,1,0.14,0.1515,0.5,0.1343,0,24,24
6914,4,1,10,0,0,0,0,1,0.4,0.4091,0.71,0.2537,8,103,111
6915,3,1,8,3,0,6,0,3,0.62,0.5758,0.83,0.1642,2,19,21
6916,3,1,7,3,0,5,1,2,0.74,0.6970000000000001,0.7,0.19399999999999998,1,6,7
6917,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,218
6918,3,0,9,1,0,2,1,1,0.58,0.5455,0.83,0.1045,4,6,10
6919,3,0,9,10,0,3,1,2,0.6,0.5455,0.88,0.0,30,103,133
6920,2,1,5,8,0,1,1,3,0.56,0.5303,0.88,0.2537,12,258,270
6921,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137,179
6922,2,1,3,11,0,3,1,2,0.52,0.5,0.83,0.1642,38,154,192
6923,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,28,202,230
6924,2,0,5,11,1,1,0,1,0.82,0.7727,0.52,0.0,153,168,321
6925,2,0,4,13,0,6,0,1,0.52,0.5,0.83,0.3881,126,186,312
6926,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,56,160,216
6927,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50,157,207
6928,4,1,11,1,0,6,0,1,0.26,0.2576,0.6,0.19399999999999998,13,74,87
6929,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,54,201,255
6930,2,1,4,20,0,3,1,2,0.42,0.4242,0.77,0.1045,8,252,260
6931,3,0,9,11,0,0,0,1,0.7,0.6515,0.65,0.0,144,258,402
6932,1,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642,6,70,76
6933,1,0,1,4,0,1,1,1,0.2,0.19699999999999998,0.59,0.2239,0,2,2
6934,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5
6935,2,0,5,10,0,3,1,2,0.34,0.3182,0.93,0.2836,5,26,31
6936,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,3,23,26
6937,1,1,1,2,0,6,0,1,0.26,0.303,0.6,0.0,3,38,41
6938,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243
6939,4,0,9,2,0,1,1,2,0.62,0.5606,0.88,0.1045,4,4,8
6940,4,1,10,14,0,2,1,1,0.68,0.6364,0.41,0.1642,67,229,296
6941,3,0,9,3,0,2,1,1,0.58,0.5455,0.83,0.0,2,2,4
6942,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.19399999999999998,48,136,184
6943,3,1,9,18,0,4,1,1,0.72,0.6818,0.7,0.2537,74,761,835
6944,1,0,2,17,0,0,0,1,0.42,0.4242,0.28,0.3284,30,95,125
6945,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,51,297,348
6946,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132
6947,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415
6948,1,0,2,4,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1
6949,1,1,12,2,0,0,0,1,0.2,0.2121,0.51,0.1642,1,17,18
6950,3,0,7,10,0,0,0,1,0.74,0.6970000000000001,0.66,0.1642,131,133,264
6951,4,0,9,6,0,0,0,2,0.6,0.5455,0.88,0.1045,4,13,17
6952,1,1,12,0,0,0,0,2,0.26,0.2576,0.6,0.1642,0,41,41
6953,3,1,7,14,0,0,0,1,0.8,0.7273,0.46,0.19399999999999998,231,291,522
6954,1,1,3,20,0,6,0,1,0.56,0.5303,0.64,0.19399999999999998,89,182,271
6955,4,1,12,19,0,4,1,1,0.26,0.2576,0.6,0.19399999999999998,13,360,373
6956,2,1,4,9,0,4,1,2,0.46,0.4545,0.72,0.0,31,270,301
6957,4,1,12,1,0,0,0,2,0.3,0.3182,0.87,0.0896,10,84,94
6958,1,1,2,11,0,2,1,1,0.34,0.3182,0.36,0.2537,8,155,163
6959,3,0,9,21,0,3,1,2,0.66,0.6212,0.65,0.2239,24,189,213
6960,3,0,7,14,0,6,0,1,0.74,0.6667,0.45,0.2985,201,232,433
6961,3,1,7,13,0,1,1,1,0.86,0.7576,0.34,0.2239,74,162,236
6962,1,1,2,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261
6963,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705
6964,3,0,8,7,0,2,1,1,0.72,0.6970000000000001,0.74,0.1045,30,313,343
6965,2,0,5,11,0,2,1,1,0.74,0.6667,0.51,0.2239,33,142,175
6966,1,1,3,21,0,5,1,2,0.44,0.4394,0.94,0.0,8,144,152
6967,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130
6968,1,0,2,11,0,5,1,1,0.22,0.2273,0.47,0.1343,12,52,64
6969,4,1,11,12,0,0,0,1,0.4,0.4091,0.62,0.2836,101,341,442
6970,4,0,12,16,0,4,1,1,0.4,0.4091,0.4,0.19399999999999998,9,192,201
6971,3,1,8,21,0,3,1,1,0.64,0.6061,0.73,0.0,60,291,351
6972,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0.0,126,240,366
6973,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,17,19,36
6974,2,1,4,12,0,4,1,1,0.46,0.4545,0.41,0.4478,60,199,259
6975,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254
6976,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,8,269,277
6977,2,1,4,2,0,3,1,1,0.32,0.303,0.45,0.2836,0,2,2
6978,2,1,4,6,0,6,0,1,0.5,0.4848,0.82,0.2239,10,21,31
6979,4,0,10,5,0,3,1,3,0.5,0.4848,1.0,0.1045,0,3,3
6980,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,85,119,204
6981,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94
6982,1,1,12,3,0,3,1,2,0.24,0.2121,0.7,0.3582,0,2,2
6983,2,1,5,22,0,3,1,3,0.48,0.4697,0.82,0.1045,5,62,67
6984,1,1,3,21,0,5,1,3,0.36,0.3636,0.87,0.0896,2,99,101
6985,4,0,11,13,0,3,1,2,0.44,0.4394,0.54,0.4925,12,162,174
6986,2,0,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,1,21,22
6987,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593
6988,2,0,3,6,0,5,1,1,0.18,0.1818,0.74,0.2239,0,32,32
6989,3,1,8,5,0,3,1,1,0.64,0.5909,0.78,0.1045,4,35,39
6990,3,1,8,14,0,4,1,1,0.78,0.6970000000000001,0.46,0.2239,114,191,305
6991,1,0,2,23,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20
6992,1,0,2,1,0,0,0,1,0.2,0.2273,0.59,0.0896,1,23,24
6993,2,1,6,23,0,3,1,1,0.62,0.6212,0.5,0.2836,25,128,153
6994,1,1,1,3,0,1,1,1,0.24,0.2424,0.52,0.1642,0,3,3
6995,3,1,8,1,0,0,0,1,0.64,0.5758,0.89,0.19399999999999998,18,116,134
6996,3,1,8,11,0,1,1,1,0.76,0.7273,0.66,0.1343,108,152,260
6997,2,0,5,8,0,0,0,2,0.44,0.4394,0.77,0.1343,16,43,59
6998,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,175,327,502
6999,2,1,4,19,0,3,1,1,0.6,0.5909,0.2,0.19399999999999998,42,501,543
